URL,VISITED,N/A,PROOF,CONTESTED,REJECTED,NOTES ON WHY N/A,NOTES ON WHY PROOF,ADDITIONAL NOTES,"TRANSLATION OF ""NOTES ON WHY N/A"" (COL G)","TRANSLATION OF ""NOTES ON WHY PROOF"" (COL K)","TRANSLATION OF ""ADDITIONAL NOTES"" (COL I)"
https://entscheidsuche.ch/docs/VS_Gerichte/VS_TC_001_TCVS-P1-18-90_2021-06-30.pdf,YES,YES,,,,"Bug, same as next one",,,,,
https://entscheidsuche.ch/docs/VS_Gerichte/VS_BZG_999_P1-18-90_2021-06-30.pdf,YES,YES,,,,Video sent also by WA of a third person but found on phones of accused and those used as evidence.,,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---390_nodate.html,YES,YES,,,,"s’agissant du cas 3.7 de l'acte d'accusation (cf. point C.2.3.7 supra), soit la livraison du 27 janvier 2018, il résulte d'une conversation WhatsApp entre S.________ et V.________ que cette dernière a dû faire demi-tour à la douane le 26 janvier 2018 et qu'elle n'est dès lors pas venue livrer en Suisse.",,,"with regard to case 3.7 of the indictment (see point C.2.3.7 above), i.e. the delivery of January 27, 2018, it results from a WhatsApp conversation between S.________ and V.________ that this The latter had to turn around at customs on January 26, 2018 and therefore did not come to deliver to Switzerland.",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-17047-2018_2023-01-23.html,YES,YES,,,,WA conversation referring to someone else.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-4214-2015_2017-06-22.html,YES,NO,YES,NO,,,"Il faut aussi tenir compte du train de vie très confortable qui peut être déduit des images extraites de l'appareil téléphonique de l'appelant B______, de l'autre chef d'accusation retenu à son encontre (cf. infra 4.5) ou encore de l'échange sur Whatsapp avec P______, soit autant d'éléments conduisant à la conclusion que cet appelant est bien installé dans le trafic de stupéfiants, où il occupe un rang hiérarchique élevé.","De même, s'il ne peut être formellement exclu en l'état du dossier que les photographies précitées aient été envoyées à B______, cela est peu probable, dès lors qu'on n'a pas retrouvé de messages y relatifs et qu'elles ne présentent aucun intérêt qui justifierait leur enregistrement dans la photothèque de celui qui les reçoit. Ces images s'apparentent bien davantage à des clichés anodins, pris à la va-vite et aussitôt oubliés, comme on a l'habitude de le faire à l'ère des smartphones.",,"It is also necessary to take into account the very comfortable lifestyle which can be deduced from the images extracted from the telephone device of caller B______, from the other charge brought against him (see below 4.5) or even from the exchange on Whatsapp with P______, all elements leading to the conclusion that this caller is well established in drug trafficking, where he occupies a high hierarchical rank.","Likewise, if it cannot be formally excluded in the state of the file that the aforementioned photographs were sent to B______, this is unlikely, since no messages relating to them have been found and they do not present any interest which would justify their recording in the photo library of the person who receives them. These images are much more like innocuous snapshots, taken in a hurry and immediately forgotten, as we are accustomed to doing in the age of smartphones."
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2022-640_2023-12-06.pdf,YES,NO,YES,NO,,,"(D. 289-290 ; cf. aussi messages WhatsApp du 4 juin 2021 où il est question de 13.5 unités, soit un total de 325 grammes pour ce jour si on prend en compte à 25 grammes l’unité : D. 94-95 l. 450-457)",,,"(D. 289-290; cf. also WhatsApp messages of June 4, 2021 where there is talk of 13.5 units, or a total of 325 grams for that day if we take into account 25 grams per unit: D. 94-95 l. 450-457)",
https://entscheidsuche.ch/docs/TI_Gerichte/TI_CARP_001_17-2016-246_2017-04-21.html,YES,YES,,,,Just contact over WA but not messages and irrelevant.,,,Just contact over WA but not messages and irrelevant.,,
https://entscheidsuche.ch/docs/TI_Gerichte/TI_TCAS_001_38-2023-24_2023-06-19.html,YES,YES,,,,Tribunale cantonale delle assicurazioni (amministrativo),,,Cantonal Insurance Court (administrative),,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-3054-2021_2022-09-13.html,YES,YES,,,,Chambre administrative.,,,Administrative chamber.,,
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2020-31_2021-02-23.html,YES,YES,,,,"Not message: video found in WA as accused sent it, but found in WA's memory.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-11681-2017_2021-11-05.html,YES,NO,YES,NO,,,"l.c. Le 10 janvier 2017 à 10h34, Q______ a envoyé les messages WhatsApp suivants à O______ : ""Notte commission ne peut pas être payée l'état bloqué notre commission la seule solution c'est l'EG "", puis "" c'est pas très légal comme ça a mon avis mais bon l'avocat de U______ a donne son feu vert "" (J-500'052).",,,"l.c. On January 10, 2017 at 10:34 a.m., Q______ sent the following WhatsApp messages to O______: ""Our commission cannot be paid the state blocked our commission the only solution is the EG"", then ""it's not very legal like that in my opinion but hey U______'s lawyer gave the green light"" (J-500'052).",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---32_nodate.html,YES,YES,,,,Just mentioned but irrelevant.,,,,,
https://entscheidsuche.ch/docs/TI_Gerichte/TI_TCAS_001_36-2016-140_2017-05-23.html,YES,YES,,,,Not penal.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-11148-2020_2023-08-18.html,YES,YES,,,,Just mentioned but irrelevant.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-6939-2019_2022-05-24.html,YES,NO,YES,NO ,,,"Dans une conversation Whatsapp du 9 juin 2018 précédant le cours, G______ demande à A______ si elle doit venir à 17h00. Il lui répond par l'affirmative, puis ajoute qu'elle peut aussi venir à 16h00 si elle préfère, ce à quoi elle répond que 17h00 convient.",,,"In a Whatsapp conversation on June 9, 2018 preceding the class, G______ asks A______ if she should come at 5:00 p.m. He replies in the affirmative, then adds that she can also come at 4:00 p.m. if she prefers, to which she replies that 5:00 p.m. is suitable.",
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2021-68_2022-04-27.html,YES,NO,YES,NO,,,Messages extracted used as evidence.,,,,
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2019-175_2020-09-17.pdf,YES,NO,YES,NO,,,"Le document cite des messages WhatsApp dans le contexte de la discussion sur des photographies trouvées sur le téléphone du défendeur, qui auraient été partagées dans des groupes WhatsApp ou envoyées directement au défendeur par des individus. Ces messages sont mentionnés dans le cadre de l'argumentation de la défense selon laquelle la simple possession de ces images ne prouve pas la culpabilité du défendeur concernant les allégations de comportement sexuel inapproprié portées contre lui. La défense soutient que les images n'ont pas été activement recherchées par le défendeur, car elles étaient partagées via des groupes WhatsApp ou reçues sans sollicitation. ""La défense est tout d’abord revenue sur les photographies qui ont été retrouvées dans le téléphone du prévenu dont le caractère illégal lui a échappé et a souligné que ces images n’ont pas été recherchées activement par A.________, car il s’agissait d’images partagées sur des groupes WhatsApp ou que des personnes lui avaient envoyées directement. """,,,"The document cites WhatsApp messages in the context of discussing photographs found on the defendant's phone, which were allegedly shared in WhatsApp groups or sent directly to the defendant by individuals. These messages are mentioned as part of the defense's argument that mere possession of these images does not prove the defendant's guilt regarding the allegations of inappropriate sexual behavior made against him. The defense argues that the images were not actively sought by the defendant, as they were shared via WhatsApp groups or received without solicitation. ""The defense first returned to the photographs which were found in the defendant's phone, the illegal nature of which escaped it and stressed that these images were not actively sought by A.________, because he ""It was images shared on WhatsApp groups or that people had sent to him directly.""",
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2018-90_2019-04-04.pdf,YES,YES,,,,Ce jugement a partiellement été remplacé par le jugement de la 2e Chambre pénale du 14 mai 2020 (SK 19 410) suite à l’arrêt du Tribunal fédéral du 24 septembre 2019 (arrêt 6B_696/2019),,,"This judgment was partially replaced by the judgment of the 2nd Criminal Chamber of May 14, 2020 (SK 19 410) following the judgment of the Federal Court of September 24, 2019 (judgment 6B_696/2019)",,
,341,201,140,2,, ,,,,,
,,0.59,0.41,0.01,,,,,,,
